,z1,z2,A,r1,r2,r,r0,h,L,phi01,phi02
17,7,4,228.40096510815977,145.34606870519258,83.05489640296719,48.39662590842053,7.833407546538713,344.1274211532056,261.8326697330889,0.8975979010256552,1.5707963267948966
18,4,6,474.23788760642213,189.69515504256884,284.5427325638533,105.64671719002556,15.835991117278562,1306.62190192632,888.2487445539216,1.5707963267948966,1.0471975511965976
19,5,4,462.98497135254956,257.2138729736387,205.77109837891092,78.72160434054179,11.633917657328224,607.185579315699,474.73997853243463,1.2566370614359172,1.5707963267948966
20,7,6,335.4854487358594,180.64601085777045,154.83943787808897,57.20388398861726,14.343853938841937,956.344434632943,657.9331217265809,0.8975979010256552,1.0471975511965976
21,5,4,325.5593903551325,180.86632797507363,144.6930623800589,74.11284742564115,10.810349127878423,589.4954317907401,566.2208492747266,1.2566370614359172,1.5707963267948966
22,4,7,89.63455157963509,32.594382392594575,57.04016918704051,16.06320169862664,3.118451925082102,191.62410180160893,162.57825087440287,1.5707963267948966,0.8975979010256552
23,6,8,154.05686366307657,66.02437014131853,88.03249352175804,20.771634721741563,4.250981354001848,390.7340594509604,276.5511864864115,1.0471975511965976,0.7853981633974483
24,5,8,523.1474754247802,201.21056747106928,321.9369079537109,106.04560774814269,7.924755089627156,1010.7493586736816,868.1794644144179,1.2566370614359172,0.7853981633974483
25,5,4,565.767918713495,314.3155103963861,251.45240831710888,102.47916971103365,22.877982322186412,1375.6806569004937,942.86834391934,1.2566370614359172,1.5707963267948966
26,4,7,504.64256720616305,183.50638807496838,321.13617913119464,71.77018474644859,7.298853389063747,588.4827177080791,503.3778761676093,1.5707963267948966,0.8975979010256552
27,5,7,529.8648430808153,220.77701795033968,309.08782513047555,76.93493567357311,14.753672475376069,1081.5148330187667,680.8694298773534,1.2566370614359172,0.8975979010256552
28,5,4,236.79728267922346,131.55404593290191,105.24323674632154,67.51326848619551,2.2475032749830848,622.3034534227136,409.6530848014027,1.2566370614359172,1.5707963267948966
29,5,7,281.74906456357957,117.39544356815816,164.3536209954214,55.576447881859664,6.9112413454513595,308.41690724518213,218.1710171987034,1.2566370614359172,0.8975979010256552
30,5,6,592.0484676386665,269.11293983575746,322.935527802909,108.67575133607208,8.937329424035628,1592.9603058809382,1194.2794640733525,1.2566370614359172,1.0471975511965976
31,7,4,413.3177921632444,263.0204131947919,150.2973789684525,85.45442619403181,22.04876144912919,999.4925249602954,696.9546828229962,0.8975979010256552,1.5707963267948966
32,6,6,142.09690349427217,71.04845174713608,71.04845174713608,28.617278147958263,3.4214630245569295,233.5427876636277,227.03085963191796,1.0471975511965976,1.0471975511965976
33,5,8,319.89927539279324,123.03818284338202,196.86109254941124,57.44534065477898,10.21696011995661,707.1356478414214,484.36449587434663,1.2566370614359172,0.7853981633974483
34,4,5,133.6408307946699,59.39592479763107,74.24490599703884,22.749293275300634,5.215674564302258,303.0854267923423,209.21162862984693,1.5707963267948966,1.2566370614359172
35,4,5,370.46850907174706,164.65267069855426,205.81583837319283,78.89421139467602,7.24886537059816,595.3806262699063,474.39170327160605,1.5707963267948966,1.2566370614359172
36,5,5,415.76446878205695,207.88223439102848,207.88223439102848,73.51498930856131,10.652534269194774,731.3894201814828,509.6610163224966,1.2566370614359172,1.2566370614359172
37,6,7,230.14092583571073,106.21888884725111,123.92203698845962,31.872208083916018,5.0277181327155285,177.15503144530982,162.21571244896847,1.0471975511965976,0.8975979010256552
38,4,6,449.1398025707737,179.65592102830948,269.48388154246425,115.4912065642024,12.740028426743276,840.7981263299865,575.4679788064333,1.5707963267948966,1.0471975511965976
39,5,6,591.5542650018555,268.8883022735707,322.6659627282848,92.25350050842944,22.231846024622,1079.9546397093077,1033.6124824819817,1.2566370614359172,1.0471975511965976
40,5,5,421.94691906708516,210.97345953354255,210.97345953354255,116.50963643479793,9.06058259230776,463.45833855450235,424.8030341496767,1.2566370614359172,1.2566370614359172
41,6,5,531.1359179070352,289.71050067656466,241.42541723047052,97.30385412675066,18.430576704287084,550.9863046609544,375.80230865893316,1.0471975511965976,1.2566370614359172
42,6,5,537.0171609289941,292.918451415815,244.09870951317916,119.26605210191414,23.354256438049756,1187.3972782865153,883.9678713175039,1.0471975511965976,1.2566370614359172
43,4,7,176.50327026570312,64.18300736934658,112.32026289635654,21.63863836697616,2.801906286612982,373.542244226366,363.52372619607814,1.5707963267948966,0.8975979010256552
44,5,5,120.816239943896,60.408119971948,60.408119971948,23.30256645919049,1.193913389971703,244.39475527225216,238.06994794609543,1.2566370614359172,1.2566370614359172
45,5,6,286.5672913069276,130.2578596849671,156.3094316219605,60.681421530666185,11.858133522191537,545.9752655910083,384.5154025991128,1.2566370614359172,1.0471975511965976
46,5,7,198.6887303917809,82.78697099657536,115.90175939520553,29.19549716363411,5.943906422817561,293.8812527891022,192.13169238412968,1.2566370614359172,0.8975979010256552
47,6,6,523.5182167872097,261.75910839360483,261.75910839360483,84.12663692425313,18.517150686258745,1078.8398183600234,963.4622974437005,1.0471975511965976,1.0471975511965976
48,5,6,351.462322425589,159.75560110254045,191.70672132304853,72.27343760991019,4.088689586066055,697.7248690861315,506.05698929642244,1.2566370614359172,1.0471975511965976
49,8,7,577.2047224485143,307.84251863920764,269.36220380930666,96.91901547964935,23.13858612751497,1111.6869849772656,808.4059605526588,0.7853981633974483,0.8975979010256552
50,7,6,162.5466964326251,87.52514423295199,75.02155219967312,31.2892562701808,2.7867636226739063,477.4770457112434,308.29734961280286,0.8975979010256552,1.0471975511965976
51,5,8,216.16541373679502,83.14054374492116,133.02486999187386,35.67614719975112,7.461944529530962,679.6420675334298,486.91766571612516,1.2566370614359172,0.7853981633974483
52,5,7,286.2701957165905,119.27924821524603,166.99094750134444,47.70437861919834,4.7927110431496,706.941883474815,531.9508559746291,1.2566370614359172,0.8975979010256552
53,5,4,413.1770988350991,229.5428326861662,183.63426614893294,70.97794493647734,11.285468232252144,404.22001653224106,298.2647035537067,1.2566370614359172,1.5707963267948966
54,5,6,232.49322696568015,105.67873952985461,126.81448743582554,38.0873305897187,5.5767166941295585,428.4662673518679,296.9250249212074,1.2566370614359172,1.0471975511965976
55,4,5,165.90677568188704,73.73634474750536,92.17043093438168,26.1375637811375,4.350411981174731,209.29043084942563,199.01499512296533,1.5707963267948966,1.2566370614359172
56,5,7,181.78112402983209,75.74213501243004,106.03898901740206,33.10803757544522,2.1524654726628185,245.09584516907233,164.41153579526105,1.2566370614359172,0.8975979010256552
57,7,7,360.3750327479675,180.18751637398375,180.18751637398375,60.89859776935232,5.895290077922649,1021.1497341816282,685.4278962366026,0.8975979010256552,0.8975979010256552
58,4,5,532.4805617985269,236.65802746601196,295.8225343325149,112.27705523994702,7.683418251448545,1073.4867397623366,917.3972107475993,1.5707963267948966,1.2566370614359172
59,7,8,204.21525889822306,95.30045415250409,108.91480474571897,29.592806776543693,3.8106989433876124,230.87408767609384,178.18352500400766,0.8975979010256552,0.7853981633974483
60,6,6,235.138857317336,117.569428658668,117.569428658668,57.6093076927672,1.5232783685396742,420.0783609742184,285.6851403047761,1.0471975511965976,1.0471975511965976
61,6,8,318.0605353182848,136.31165799355063,181.74887732473417,50.35115220618957,11.194676046467622,444.1534272644194,304.29009000143276,1.0471975511965976,0.7853981633974483
62,5,7,240.98757173370947,100.41148822237894,140.57608351133052,47.72781879856806,4.824758756653935,832.921674197778,593.0171998283588,1.2566370614359172,0.8975979010256552
63,5,7,305.38000381338054,127.24166825557522,178.13833555780533,71.56908422920577,6.180345770512207,250.15077238732496,233.6462990907351,1.2566370614359172,0.8975979010256552
64,4,6,84.58559812025486,33.834239248101944,50.75135887215291,13.741789787181354,2.7054959125313944,206.90306514680947,151.31574892723285,1.5707963267948966,1.0471975511965976
65,6,6,179.4403070845199,89.72015354225995,89.72015354225995,28.500782847102734,3.7276939971205185,336.6668327857172,234.27266543736386,1.0471975511965976,1.0471975511965976
66,5,7,493.13425276497725,205.47260531874053,287.6616474462367,93.87575626638898,16.371513307201276,1269.812682992534,945.0005522362352,1.2566370614359172,0.8975979010256552
67,4,7,214.3003145768235,77.9273871188449,136.3729274579786,42.9514380765073,6.2116740573824,909.4282161971727,703.755121956726,1.5707963267948966,0.8975979010256552
68,6,7,207.36440628834237,95.70664905615801,111.65775723218437,32.72277923223295,4.1505889100048075,499.2568595913865,441.58722221701487,1.0471975511965976,0.8975979010256552
69,5,7,492.90564508072475,205.37735211696864,287.5282929637561,74.41750888722791,11.82548324986046,571.4262274495848,489.3060334306117,1.2566370614359172,0.8975979010256552
70,7,7,232.1238827225197,116.06194136125985,116.06194136125985,45.85323090996737,3.662716504773519,423.804266026684,350.50370288617654,0.8975979010256552,0.8975979010256552
71,6,6,251.7542209340833,125.87711046704165,125.87711046704165,38.5054465405924,6.830370930644605,332.61340856661405,331.2514049576217,1.0471975511965976,1.0471975511965976
72,5,7,340.10796570259436,141.711652376081,198.39631332651336,60.654310086194315,12.716715479190075,1295.9859354293121,852.0832331809579,1.2566370614359172,0.8975979010256552
73,5,7,475.6847660772533,198.20198586552223,277.4827802117311,112.78050876768529,5.2453147714780535,563.679253670653,391.77174860909616,1.2566370614359172,0.8975979010256552
74,5,8,439.35944420352405,168.98440161674003,270.37504258678405,53.92649644086869,16.843390577910267,1364.3464805102788,1201.8331008460962,1.2566370614359172,0.7853981633974483
75,5,6,482.81441072159345,219.46109578254246,263.35331493905096,102.86300135379605,20.9721842800419,556.5232628520392,448.1742418716451,1.2566370614359172,1.0471975511965976
76,5,6,403.59606404590784,183.45275638450357,220.14330766140426,104.0254954674035,3.534548473099064,893.4353944025556,838.0171220304219,1.2566370614359172,1.0471975511965976
77,4,5,214.07170635829274,95.14298060368566,118.92872575460709,29.772376985565515,4.857001705496893,679.878038004943,430.6850881075833,1.5707963267948966,1.2566370614359172
78,5,6,295.3467896155836,134.24854073435617,161.09824888122742,48.52213645711535,12.715789715075601,540.5128508562667,417.2183787860624,1.2566370614359172,1.0471975511965976
79,7,7,376.5180914564944,188.2590457282472,188.2590457282472,63.39427619550488,17.376351923950583,261.79170480694836,247.45601528486634,0.8975979010256552,0.8975979010256552
80,6,8,188.37238399707505,80.73102171303216,107.64136228404288,32.60766914267966,6.646843181333634,202.2244947524402,134.05257424616113,1.0471975511965976,0.7853981633974483
81,6,7,484.55035834417424,223.63862692808044,260.91173141609386,77.04753324048761,7.680045519664258,1498.2815131403847,992.5548587851606,1.0471975511965976,0.8975979010256552
82,5,6,270.29619957121423,122.86190889600647,147.43429067520776,46.56720200662832,6.4469562322107175,728.750067078184,520.0182019638188,1.2566370614359172,1.0471975511965976
83,7,8,329.32780369288463,153.68630839001284,175.6414953028718,48.29486949397192,10.846857932301285,417.88231848348516,286.7614759585539,0.8975979010256552,0.7853981633974483
84,6,4,350.73230670722955,210.43938402433773,140.29292268289183,69.48111975720278,11.984098679317277,683.1755026940333,588.1228748896398,1.0471975511965976,1.5707963267948966
85,4,6,218.29682212741423,87.3187288509657,130.97809327644853,35.4821869918465,6.566707463575965,458.6523715435548,451.31984216277476,1.5707963267948966,1.0471975511965976
86,6,5,139.66381124715423,76.18026068026595,63.48355056688828,30.911783159208536,1.9978679182395005,114.08789415431951,74.0056442888672,1.0471975511965976,1.2566370614359172
87,5,6,312.8259500107432,142.1936136412469,170.6323363694963,47.105745763774344,11.155564085807146,626.5777496066912,419.80032081680486,1.2566370614359172,1.0471975511965976
88,5,5,337.6387436758702,168.8193718379351,168.8193718379351,91.20920840384386,7.6512511323040755,807.1157740269916,548.4480611366934,1.2566370614359172,1.2566370614359172
89,6,4,286.8395716907669,172.10374301446012,114.73582867630675,61.84014075045188,5.256072278651139,830.2271833989248,549.854688449557,1.0471975511965976,1.5707963267948966
90,6,7,450.3859076348922,207.87041890841178,242.5154887264804,90.4573108870863,7.493304198078549,1449.9141296963915,956.6306592110568,1.0471975511965976,0.8975979010256552
91,6,5,614.6322374673174,335.25394770944587,279.3782897578715,154.17662638344208,13.823981551057171,1579.5681158426728,1137.5256783829252,1.0471975511965976,1.2566370614359172
92,5,7,115.28866101940798,48.036942091419995,67.251718927988,24.314875760950294,2.5257995492513396,385.6235574352477,313.88948706959314,1.2566370614359172,0.8975979010256552
93,4,6,227.35331830687176,90.9413273227487,136.41199098412307,47.77801139345801,6.810005103328665,628.5394797999919,446.19296093201024,1.5707963267948966,1.0471975511965976
94,5,7,359.67002325214406,149.86250968839337,209.80751356375072,80.41826154948168,10.531822746409281,481.86509867803727,359.2301603250608,1.2566370614359172,0.8975979010256552
95,6,7,541.7086729860259,250.01938753201196,291.689285454014,106.05434166828991,11.116895570445783,466.7753038650651,447.84938825869597,1.0471975511965976,0.8975979010256552
96,8,6,427.999837800437,244.57133588596398,183.42850191447297,81.23005775562677,6.124461627898615,676.4182285802648,584.8894135422843,0.7853981633974483,1.0471975511965976
97,4,8,414.73874292394237,138.2462476413141,276.4924952826282,88.36258190290224,12.50236694714479,1640.3776036181134,1479.8341653638327,1.5707963267948966,0.7853981633974483
98,7,4,454.1664447353036,289.0150102861023,165.15143444920133,93.53515036999273,15.80381111159262,675.5628521719196,600.2578694315835,0.8975979010256552,1.5707963267948966
99,4,4,127.61450113807726,63.80725056903863,63.80725056903863,42.24447832488928,3.8510815604279065,294.84053514576317,251.38924263569356,1.5707963267948966,1.5707963267948966
100,6,4,96.66896456784046,58.001378740704276,38.667585827136186,22.10382129620297,3.512797134233641,99.9701313586906,74.82941164369427,1.0471975511965976,1.5707963267948966
101,5,5,431.18095902063,215.590479510315,215.590479510315,89.02840045196233,16.957300149993337,311.77990212043517,241.3374747227184,1.2566370614359172,1.2566370614359172
102,6,4,581.5531272503986,348.9318763502391,232.62125090015942,122.7234711459777,20.969986850367572,628.964569805088,466.42784839367107,1.0471975511965976,1.5707963267948966
103,7,6,105.47980702019007,56.79681916471773,48.68298785547234,18.630110290163522,3.7022415099066213,97.77011172583254,69.18504468022509,0.8975979010256552,1.0471975511965976
104,5,6,415.3477359224783,188.7944254193083,226.55331050317,81.83493853960135,15.702091215018864,1083.1708944033035,814.847487316682,1.2566370614359172,1.0471975511965976
105,4,4,116.09596839293471,58.047984196467354,58.047984196467354,28.203797839544613,2.1160488302790514,236.17735002866237,209.29431336766032,1.5707963267948966,1.5707963267948966
106,6,6,241.31809221500657,120.65904610750329,120.65904610750329,55.37541641325486,5.015511740363718,499.6595781792544,382.37026956336643,1.0471975511965976,1.0471975511965976
107,5,4,86.20304294641214,47.89057941467341,38.31246353173873,20.12443903561016,3.574630212045118,104.37328886704836,96.25182451637238,1.2566370614359172,1.5707963267948966
108,7,6,598.0031906466155,322.0017180404853,276.0014726061302,118.92442748495678,19.485736386261976,1323.8528493313436,1055.4183506354705,0.8975979010256552,1.0471975511965976
109,7,8,126.81318648845203,59.17948702794428,67.63369946050776,22.759972823869422,0.59736183713199,169.17027571319574,125.31753074728186,0.8975979010256552,0.7853981633974483
110,5,4,183.67173851495954,102.03985473053308,81.63188378442646,32.686236478543975,3.665998785448531,280.6362526240211,206.8934636607224,1.2566370614359172,1.5707963267948966
111,4,7,344.17198156645264,125.15344784234641,219.01853372410622,74.47290567841831,12.121434413466774,1147.1283372820646,932.3970915313739,1.5707963267948966,0.8975979010256552
112,5,6,357.49242362516526,162.49655619325694,194.99586743190832,67.37827809630086,8.668645776658948,799.1258080804433,637.0469857581534,1.2566370614359172,1.0471975511965976
113,6,8,449.8177073791491,192.77901744820676,257.0386899309423,82.38739590993097,8.975478692899012,1150.1047634696956,756.346093207357,1.0471975511965976,0.7853981633974483
114,5,6,523.3732056813233,237.89691167332876,285.4762940079945,116.99547310766256,16.259308241348453,527.1038048209035,446.6954043372957,1.2566370614359172,1.0471975511965976
115,5,7,275.46089971608603,114.77537488170252,160.68552483438353,57.85591894550541,10.598715549837852,321.4517354534013,213.24488610859242,1.2566370614359172,0.8975979010256552
116,7,7,438.8119703204426,219.4059851602213,219.4059851602213,78.10037670141968,3.2622532603549925,627.2906876348759,453.1712265620766,0.8975979010256552,0.8975979010256552
117,5,5,419.65983608282943,209.82991804141471,209.82991804141471,71.41494713974522,3.999312395818243,376.71329230542545,246.2160895416426,1.2566370614359172,1.2566370614359172
118,7,7,211.4333543937594,105.7166771968797,105.7166771968797,38.704359122242394,4.27279097358315,303.87652224504893,209.1708197386491,0.8975979010256552,0.8975979010256552
119,5,5,90.83261234329981,45.41630617164991,45.41630617164991,25.113713129104084,3.0691425551599933,128.99273250195256,108.80229551724055,1.2566370614359172,1.2566370614359172
120,6,7,104.95448191998489,48.440530116916094,56.513951803068785,19.468173917486396,2.3802289293551375,174.5060573079066,166.72977103901954,1.0471975511965976,0.8975979010256552
121,4,8,447.4550659969626,149.1516886656542,298.3033773313084,100.22015812978789,8.738252986593704,1077.791881997539,933.381974705831,1.5707963267948966,0.7853981633974483
122,5,6,284.0946798771872,129.13394539872147,154.96073447846575,42.18952580762552,4.310598578778691,1028.017459920443,673.9594290617746,1.2566370614359172,1.0471975511965976
123,5,5,408.51889092282187,204.25944546141093,204.25944546141093,79.95653450442741,9.017356004535246,486.71536227951975,459.0486308882847,1.2566370614359172,1.2566370614359172
124,6,8,602.2598497314972,258.11136417064165,344.14848556085553,88.63378002141206,23.936342184139853,770.8522269309616,736.7354827059667,1.0471975511965976,0.7853981633974483
125,6,6,626.2097722084612,313.1048861042306,313.1048861042306,106.27693128874441,17.285988098077755,731.879572533596,602.5282999283224,1.0471975511965976,1.0471975511965976
126,6,5,228.98421292439033,124.90047977694017,104.08373314745016,53.122512714191934,7.113297665739687,284.1251044174161,208.75456837946584,1.0471975511965976,1.2566370614359172
127,5,7,316.47445967992553,131.86435819996896,184.61010147995657,70.43848570217945,4.6698741668582215,933.4808684741804,834.6490717202835,1.2566370614359172,0.8975979010256552
128,6,6,411.91222311400577,205.95611155700286,205.95611155700286,65.60041803336814,8.680237596614623,633.1940003653174,439.55798702145694,1.0471975511965976,1.0471975511965976
129,4,5,592.8365206630738,263.4828980724772,329.35362259059656,158.1725010014259,22.428332923432755,1557.7654098508278,994.4250859333947,1.5707963267948966,1.2566370614359172
130,6,4,453.85302487181974,272.31181492309184,181.5412099487279,88.73001622407098,5.043122760473905,529.8055897114898,394.59949466441344,1.0471975511965976,1.5707963267948966
131,5,5,262.6167731359244,131.3083865679622,131.3083865679622,58.38615519797095,5.970868774105528,414.9923840433767,302.31774237603986,1.2566370614359172,1.2566370614359172
132,8,7,196.0726946449708,104.57210381065109,91.5005908343197,31.807491101209227,6.668038729478578,369.85520953938743,251.4057194459504,0.7853981633974483,0.8975979010256552
133,4,4,553.2519535055426,276.6259767527713,276.6259767527713,150.23161332875256,13.043992429967718,826.979858905781,752.1921861339879,1.5707963267948966,1.5707963267948966
134,4,6,556.199016950032,222.47960678001283,333.7194101700192,98.71007655299017,20.527267648043786,763.6253453696706,694.9509358539102,1.5707963267948966,1.0471975511965976
135,4,5,600.657095761827,266.95870922747866,333.69838653434834,93.37811362467099,8.068697865265888,794.4594996502931,766.1323894332613,1.5707963267948966,1.2566370614359172
136,8,4,259.24298829945883,172.8286588663059,86.41432943315294,60.74438221299107,2.4339768471297702,568.7389685763316,504.29831207282496,0.7853981633974483,1.5707963267948966
137,7,7,610.2269854409933,305.11349272049665,305.11349272049665,93.87554065351728,15.257285313476102,1417.9272063127792,1070.3511296786567,0.8975979010256552,0.8975979010256552
138,7,7,131.54084580463916,65.77042290231958,65.77042290231958,23.243343703181182,4.392642569665315,116.68371452368224,85.15803156561705,0.8975979010256552,0.8975979010256552
139,5,7,396.0802875252782,165.0334531355326,231.0468343897456,68.6183871708509,2.2257129401944247,984.358980951901,847.2009232456116,1.2566370614359172,0.8975979010256552
140,7,5,306.324134146192,178.68907825194535,127.63505589424669,61.06327393052587,9.852271520800894,722.2954101548041,575.1362271229984,0.8975979010256552,1.2566370614359172
141,5,6,318.58172417244214,144.80987462383735,173.7718495486048,76.39963392353272,13.088273272139133,585.7278053162077,462.6452238202164,1.2566370614359172,1.0471975511965976
142,6,5,310.2085544548246,169.20466606626795,141.00388838855662,76.78276088715208,6.294078175435901,669.6468249692858,564.1073396269891,1.0471975511965976,1.2566370614359172
143,4,7,418.5911119948673,152.21494981631537,266.3761621785519,72.81116001451088,13.263492510207554,801.4103534862127,659.9107024532843,1.5707963267948966,0.8975979010256552
144,6,7,166.40822437922796,76.80379586733599,89.60442851189198,34.9978124077041,3.0755077269765447,255.43002280191916,249.35231950435178,1.0471975511965976,0.8975979010256552
145,5,5,364.29716785887655,182.14858392943827,182.14858392943827,87.79340790698093,10.53977942563323,437.62904563978975,276.6991588633822,1.2566370614359172,1.2566370614359172
146,6,8,172.207819090206,73.80335103865971,98.40446805154627,30.703293241097334,2.9316845579405366,475.3496941245211,432.0576077320981,1.0471975511965976,0.7853981633974483
147,4,7,365.8879934249818,133.0501794272661,232.8378139977157,68.96843840207723,9.781920268412357,1062.131558045147,888.6257531990427,1.5707963267948966,0.8975979010256552
148,6,4,479.73542277757514,287.8412536665451,191.89416911103007,105.97449820169136,25.3485913999431,737.1892742965925,734.4414076804662,1.0471975511965976,1.5707963267948966
149,5,7,436.4886409574203,181.87026706559178,254.6183738918285,101.36270589878158,11.217593900603848,1376.0174921068738,1025.717162274151,1.2566370614359172,0.8975979010256552
150,6,7,427.36211617621564,197.24405361979183,230.1180625564238,85.13748734141404,14.942428440723429,788.3002041156508,704.4911258298084,1.0471975511965976,0.8975979010256552
151,5,5,255.37943883506918,127.68971941753459,127.68971941753459,54.73620807154078,11.64318208678263,334.65826663046363,267.17308333539046,1.2566370614359172,1.2566370614359172
152,4,4,493.5044268104481,246.75221340522404,246.75221340522404,137.968902568013,15.229313663087119,538.3876066926547,411.93982106996475,1.5707963267948966,1.5707963267948966
153,5,7,518.8396149670567,216.1831729029403,302.65644206411645,71.19296422072624,7.439185164497017,1435.912747242487,994.9218916022955,1.2566370614359172,0.8975979010256552
154,4,5,599.455959324099,266.4248708107107,333.03108851338834,84.01593268623573,12.164776942872496,2231.784620195677,1494.7221963699103,1.5707963267948966,1.2566370614359172
155,5,7,149.09888262093392,62.12453442538913,86.97434819554479,23.62171828190207,1.8088716920217451,297.57723806768706,251.35309179635334,1.2566370614359172,0.8975979010256552
156,6,5,502.1385700200896,273.8937654655034,228.24480455458618,101.6821997293226,19.707845900675004,1090.0460822302693,863.7773099044157,1.0471975511965976,1.2566370614359172
157,5,5,231.1087551685816,115.55437758429079,115.55437758429079,37.65637516576252,10.10110803834166,543.0181926364143,378.7600878896089,1.2566370614359172,1.2566370614359172
158,5,5,160.14620047972673,80.07310023986336,80.07310023986336,33.036372924350886,6.658338301664168,393.09887065470474,266.53459661447556,1.2566370614359172,1.2566370614359172
159,4,7,586.4666557383214,213.26060208666232,373.20605365165903,136.21594282986928,6.279599860524922,1846.208219874324,1402.2705884953275,1.5707963267948966,0.8975979010256552
160,5,5,360.50716302295854,180.25358151147927,180.25358151147927,85.5001386672079,2.6778335933845523,604.7500600073847,405.61556486347087,1.2566370614359172,1.2566370614359172
161,6,6,356.8864080047478,178.4432040023739,178.4432040023739,56.05416002895824,13.572983558711016,257.3620542026346,182.2358869536385,1.0471975511965976,1.0471975511965976
162,7,6,519.9079277277182,279.95042262261745,239.95750510510067,92.71729699209013,11.450635051886207,781.6179381893651,724.398260557901,0.8975979010256552,1.0471975511965976
163,5,4,402.7651589575903,223.75842164310572,179.00673731448458,69.92998179292086,11.008783742905955,659.5992963017568,649.8057475430385,1.2566370614359172,1.5707963267948966
164,5,5,148.7453355233817,74.37266776169085,74.37266776169085,39.312509801797255,0.9278376586197039,219.89668584101673,174.04375794352939,1.2566370614359172,1.2566370614359172
165,5,8,398.48769094257744,153.26449651637594,245.2231944262015,65.10910087741773,9.999165276921415,372.1375709102282,328.4020341929211,1.2566370614359172,0.7853981633974483
166,6,7,256.59929204930035,118.43044248429246,138.16884956500786,35.91191604416156,9.431464652122818,377.5562541766527,242.4930307860426,1.0471975511965976,0.8975979010256552
167,4,5,610.8136858099381,271.47274924886136,339.34093656107666,182.9833217081688,10.062377436996936,1892.2287362561133,1503.8384322664895,1.5707963267948966,1.2566370614359172
168,7,5,358.90199428786735,209.35949666792263,149.54249761994473,64.46423423152332,16.040602343568516,569.4435127537174,479.49677116442126,0.8975979010256552,1.2566370614359172
169,5,6,478.45170691062606,217.4780485957391,260.97365831488696,66.1031705476545,8.849929142919443,1443.814395226309,942.8651052977797,1.2566370614359172,1.0471975511965976
170,6,5,203.95048335587478,111.24571819411352,92.70476516176126,43.304557810332874,10.936016936607363,323.355007699417,301.009755132502,1.0471975511965976,1.2566370614359172
171,4,4,495.29793653281706,247.64896826640853,247.64896826640853,150.00829607011985,22.370223044506094,354.68587976188604,284.19664712293445,1.5707963267948966,1.5707963267948966
172,5,6,339.631089830948,154.37776810497635,185.25332172597163,67.81749735151536,2.210550974913595,442.13591728011477,433.3485448186116,1.2566370614359172,1.0471975511965976
