,z1,z2,A,h,L,r1_ratio,r2_ratio,r_ratio,r0_ratio,h_log,L_log,r1_r2_ratio,i,windings
16,5,5,273.4328635864887,528.6649091353546,489.2770371487863,0.5,0.5,0.21461129244014715,0.01937973956168004,6.272244559679378,6.1949706132728215,1.0,1.0,0.9254955808377971
17,7,4,228.40096510815977,344.1274211532056,261.8326697330889,0.6363636363636364,0.36363636363636365,0.2118932636099073,0.034296735755162795,5.843913685519317,5.571517592936954,1.75,0.5714285714285714,0.7608596515083317
18,4,6,474.2378876064221,1306.62190192632,888.2487445539216,0.4,0.6000000000000001,0.2227715666566555,0.03339250517753047,7.175965424424005,6.790376999024275,0.6666666666666666,1.5,0.6798054917374327
19,5,4,462.9849713525496,607.185579315699,474.7399785324346,0.5555555555555556,0.4444444444444443,0.17003058244108224,0.025128067598698216,6.410480064530893,6.1648714413877865,1.2500000000000002,0.8,0.7818696535373398
20,7,6,335.4854487358594,956.344434632943,657.9331217265809,0.5384615384615384,0.4615384615384616,0.17051077536795367,0.04275551739394636,6.864163237497823,6.490622044870941,1.1666666666666665,0.8571428571428571,0.6879666968304196
21,5,4,325.5593903551325,589.4954317907401,566.2208492747266,0.5555555555555556,0.4444444444444445,0.22764770306516438,0.0332054594281126,6.380961899436011,6.34074873278411,1.25,0.8,0.9605177898574868
22,4,7,89.63455157963509,191.62410180160893,162.57825087440287,0.3636363636363636,0.6363636363636364,0.17920769854418714,0.034790734935640735,5.260740630691622,5.0972914744657185,0.5714285714285714,1.75,0.848422768043669
23,6,8,154.05686366307657,390.7340594509604,276.5511864864115,0.42857142857142855,0.5714285714285714,0.13483095934738273,0.027593586244224557,5.970583189791679,5.626005371983497,0.75,1.3333333333333333,0.7077734325873899
24,5,8,523.1474754247802,1010.7493586736816,868.1794644144179,0.3846153846153846,0.6153846153846154,0.202706909102518,0.015148223898418875,6.919436149877525,6.767549622256905,0.6249999999999999,1.6,0.8589463421017197
25,5,4,565.767918713495,1375.6806569004937,942.86834391934,0.5555555555555556,0.4444444444444445,0.1811328750206657,0.04043704417565575,7.227430559632785,6.849986690232048,1.25,0.8,0.6853831513802697
26,4,7,504.6425672061631,588.4827177080791,503.3778761676093,0.36363636363636365,0.6363636363636362,0.14221983917010336,0.014463412053153109,6.379245402682672,6.223325741446833,0.5714285714285716,1.75,0.8553825983676777
27,5,7,529.8648430808153,1081.5148330187667,680.8694298773534,0.41666666666666663,0.5833333333333333,0.14519728319064745,0.02784421851729806,6.987042162340518,6.524838187721491,0.7142857142857143,1.4,0.6295516335886803
28,5,4,236.79728267922343,622.3034534227136,409.6530848014027,0.5555555555555556,0.44444444444444453,0.2851099798203855,0.009491254500701585,6.435033484346085,6.017748782154584,1.2499999999999998,0.8,0.6582850899320604
29,5,7,281.7490645635796,308.41690724518213,218.1710171987034,0.4166666666666666,0.5833333333333331,0.19725512831052633,0.02452977565748676,5.734689581911585,5.3898523255230835,0.7142857142857143,1.4,0.7073899389869182
30,5,6,592.0484676386665,1592.9603058809382,1194.2794640733523,0.4545454545454545,0.5454545454545455,0.1835588761330906,0.015095604350909621,7.3739769568324025,7.086135298173604,0.8333333333333331,1.2,0.7497233042557783
31,7,4,413.3177921632444,999.4925249602954,696.9546828229962,0.6363636363636364,0.36363636363636365,0.2067523533085182,0.05334578347989624,6.908247682691825,6.548154176332343,1.75,0.5714285714285714,0.6973085495068435
32,6,6,142.09690349427217,233.5427876636277,227.030859631918,0.5,0.5,0.20139269360723125,0.024078378489752566,5.457638034626255,5.429480969058354,1.0,1.0,0.9721167667096239
33,5,8,319.89927539279324,707.1356478414214,484.3644958743466,0.38461538461538464,0.6153846153846154,0.17957321280032235,0.03193805333698102,6.562635668338483,6.184900146559549,0.625,1.6,0.6849668763735804
34,4,5,133.6408307946699,303.0854267923423,209.21162862984693,0.4444444444444444,0.5555555555555556,0.17022711651840436,0.03902755268197778,5.717308671115872,5.34811477865313,0.7999999999999999,1.25,0.6902728080462522
35,4,5,370.4685090717471,595.3806262699063,474.3917032716061,0.4444444444444444,0.5555555555555555,0.21295794234266993,0.019566751810460362,6.390879097906055,6.1641391026736905,0.7999999999999999,1.25,0.796787269084816
36,5,5,415.76446878205695,731.3894201814828,509.6610163224966,0.5,0.5,0.17681883573148177,0.025621559967354535,6.596312367285702,6.235705996928583,1.0,1.0,0.6968394705463913
37,6,7,230.14092583571076,177.15503144530982,162.21571244896847,0.46153846153846156,0.5384615384615384,0.13848996204468397,0.02184625839345338,5.182654134399643,5.095072715156485,0.8571428571428573,1.1666666666666667,0.9156709302893645
38,4,6,449.1398025707737,840.7981263299865,575.4679788064333,0.39999999999999997,0.6,0.2571386590615151,0.028365396150201477,6.735540230544004,6.356919794031933,0.6666666666666666,1.5,0.684430615132675
39,5,6,591.5542650018555,1079.9546397093077,1033.6124824819815,0.45454545454545453,0.5454545454545454,0.1559510360526943,0.03758209067185454,6.985599855342807,6.941782222528511,0.8333333333333334,1.2,0.957088792877634
40,5,5,421.9469190670852,463.4583385545024,424.8030341496767,0.4999999999999998,0.4999999999999998,0.2761239178908997,0.021473275862140425,6.140871863283094,6.053976878196501,1.0,1.0,0.9165937880729708
41,6,5,531.1359179070352,550.9863046609544,375.8023086589332,0.5454545454545455,0.4545454545454545,0.18319953677804518,0.03470030190560939,6.31352323557249,5.931720669697592,1.2000000000000004,0.8333333333333334,0.6820538105573796
42,6,5,537.0171609289941,1187.3972782865153,883.9678713175039,0.5454545454545455,0.4545454545454546,0.22208983395538792,0.04348884567794608,7.080360853352335,6.785551340752897,1.2,0.8333333333333334,0.7444583944079121
43,4,7,176.50327026570312,373.542244226366,363.5237261960781,0.3636363636363636,0.6363636363636364,0.12259624614547909,0.015874529023711968,5.925704598268183,5.89859164177495,0.5714285714285713,1.75,0.9731796920291117
44,5,5,120.816239943896,244.39475527225216,238.06994794609545,0.5,0.5,0.19287611061237805,0.009882060479006183,5.502868159889712,5.47675617834275,1.0,1.0,0.9741205275902465
45,5,6,286.5672913069276,545.9752655910083,384.5154025991128,0.45454545454545453,0.5454545454545454,0.21175278327795413,0.04137992674638815,6.304403583101629,5.954581147066722,0.8333333333333334,1.2,0.7042725684338133
46,5,7,198.6887303917809,293.8812527891022,192.13169238412968,0.41666666666666663,0.5833333333333333,0.14694088137794972,0.02991566965623653,5.686572742383399,5.2633723001733115,0.7142857142857142,1.4,0.6537732181304162
47,6,6,523.5182167872097,1078.8398183600234,963.4622974437004,0.5,0.5,0.16069476519944564,0.03537059474242759,6.984567992784998,6.87157074132119,1.0,1.0,0.8930540762838066
48,5,6,351.462322425589,697.7248690861315,506.0569892964224,0.4545454545454546,0.5454545454545454,0.20563637408163943,0.011633365300292482,6.549257058292847,6.228623402198133,0.8333333333333334,1.2,0.7252959034687232
49,8,7,577.2047224485143,1111.6869849772656,808.4059605526588,0.5333333333333333,0.4666666666666667,0.1679109884418771,0.040087312573189995,7.014533076301201,6.696300596576571,1.142857142857143,0.875,0.7271884725439968
50,7,6,162.5466964326251,477.4770457112434,308.29734961280286,0.5384615384615384,0.4615384615384615,0.19249395377992232,0.017144387944106925,6.170608238396984,5.734303110668868,1.1666666666666667,0.8571428571428571,0.6456799387153098
51,5,8,216.16541373679505,679.6420675334298,486.9176657161252,0.3846153846153846,0.6153846153846153,0.16504095906475916,0.03451960422594103,6.523036569638649,6.1901466738238735,0.625,1.6,0.7164325002471614
52,5,7,286.2701957165905,706.941883474815,531.9508559746291,0.4166666666666667,0.5833333333333333,0.16664109408869798,0.016741914159636856,6.562362004836972,6.278429217240675,0.7142857142857144,1.4,0.752467590914183
53,5,4,413.1770988350991,404.22001653224106,298.2647035537067,0.5555555555555556,0.44444444444444436,0.17178576725716585,0.027313876456536684,6.004430170296191,5.701328477913409,1.2500000000000004,0.8,0.7378771247215481
54,5,6,232.49322696568012,428.4662673518679,296.9250249212074,0.45454545454545453,0.5454545454545455,0.16382124798560702,0.023986577015221076,6.062543198996204,5.696841860626132,0.8333333333333331,1.2,0.692995102639818
55,4,5,165.90677568188704,209.29043084942563,199.01499512296533,0.4444444444444445,0.5555555555555556,0.15754367881426487,0.026222027179385956,5.348489579293102,5.298392339352333,0.8,1.25,0.9509034613538878
56,5,7,181.78112402983209,245.09584516907236,164.41153579526105,0.4166666666666667,0.5833333333333334,0.18213132827813225,0.011840973501239752,5.505721074560763,5.108436524989825,0.7142857142857143,1.4,0.6708050708972502
57,7,7,360.3750327479675,1021.1497341816282,685.4278962366026,0.49999999999999994,0.49999999999999994,0.16898672836734077,0.01635876390483907,6.929663270972898,6.531501188718257,1.0,1.0,0.6712315278482832
58,4,5,532.4805617985269,1073.4867397623366,917.3972107475992,0.44444444444444453,0.5555555555555556,0.21085662706769184,0.01442948119175794,6.979598375161685,6.822629988482728,0.8000000000000002,1.25,0.8545957549049048
59,7,8,204.21525889822303,230.87408767609384,178.18352500400766,0.4666666666666666,0.5333333333333333,0.1449098707716654,0.018660206705155134,5.44619449880342,5.188410559952859,0.8749999999999999,1.1428571428571428,0.7717779279500231
60,6,6,235.138857317336,420.0783609742184,285.6851403047761,0.5,0.5,0.2450012233197999,0.006478207753148625,6.042818946942325,5.6583845414267255,1.0,1.0,0.6800758307146164
61,6,8,318.0605353182848,444.1534272644194,304.2900900014328,0.42857142857142866,0.5714285714285714,0.1583068209194923,0.03519668366043921,6.098419003112629,5.72126243934316,0.7500000000000001,1.3333333333333333,0.6851012990614136
62,5,7,240.98757173370947,832.921674197778,593.0171998283588,0.41666666666666663,0.5833333333333334,0.1980509553053099,0.020020778341155614,6.726139482118376,6.386908274883428,0.7142857142857142,1.4,0.7119723476994625
63,5,7,305.38000381338054,250.15077238732496,233.6462990907351,0.41666666666666663,0.5833333333333334,0.23436074181511257,0.020238213679141387,5.5260534455937735,5.458079270075711,0.7142857142857142,1.4,0.9340218975177302
64,4,6,84.58559812025486,206.90306514680947,151.31574892723285,0.4,0.6,0.16246015979747203,0.0319853021395558,5.337071938126182,5.025955661825031,0.6666666666666667,1.5,0.7313364295491018
65,6,6,179.4403070845199,336.6668327857172,234.27266543736383,0.5,0.5,0.15883155412612118,0.02077400589469958,5.822059707542103,5.460745119998198,1.0,1.0,0.6958590589363891
66,5,7,493.1342527649773,1269.812682992534,945.0005522362352,0.41666666666666663,0.5833333333333333,0.19036551555693534,0.033198897086152666,7.147411882667036,6.852243152810941,0.7142857142857144,1.4,0.744204688528687
67,4,7,214.3003145768235,909.4282161971728,703.755121956726,0.36363636363636365,0.6363636363636364,0.2004263883668255,0.028985837326690467,6.813915056078489,6.557850397731879,0.5714285714285714,1.75,0.7738435089462247
68,6,7,207.3644062883424,499.2568595913865,441.58722221701487,0.4615384615384614,0.5384615384615384,0.1578032595754721,0.020015917795619037,6.215121685696439,6.092637557378732,0.8571428571428569,1.1666666666666667,0.8844890435324795
69,5,7,492.9056450807248,571.4262274495848,489.3060334306117,0.4166666666666666,0.5833333333333333,0.15097718930575507,0.023991373131715222,6.349883866775116,6.195029754171137,0.7142857142857143,1.4,0.856289070969851
70,7,7,232.1238827225197,423.804266026684,350.50370288617654,0.49999999999999994,0.49999999999999994,0.1975377560127245,0.015779145436542266,6.051628512313001,5.86222024572205,1.0,1.0,0.8270414693374223
71,6,6,251.7542209340833,332.61340856661405,331.2514049576217,0.5,0.5,0.15294856387204037,0.027131107892856336,5.809982863221859,5.805891926200281,1.0,1.0,0.9959051452108865
72,5,7,340.1079657025944,1295.985935429312,852.0832331809579,0.41666666666666663,0.5833333333333333,0.1783383989872003,0.03739023122531079,7.167798340332676,6.748857119731304,0.7142857142857144,1.4,0.6574787656925416
73,5,7,475.6847660772533,563.679253670653,391.77174860909616,0.41666666666666674,0.5833333333333334,0.23709085682464176,0.011026871460975463,6.336257877329663,5.973228650800789,0.7142857142857144,1.4,0.6950260206631641
74,5,8,439.3594442035241,1364.3464805102788,1201.8331008460962,0.3846153846153846,0.6153846153846153,0.12273890353859872,0.038336243365484406,7.219163507284862,7.0924349705611975,0.625,1.6,0.8808855507118682
75,5,6,482.8144107215935,556.5232628520392,448.1742418716451,0.45454545454545453,0.5454545454545454,0.21304873895553667,0.043437361881344394,6.323504229552583,6.10741087899319,0.8333333333333334,1.2,0.8053108859724333
76,5,6,403.59606404590784,893.4353944025556,838.0171220304219,0.45454545454545464,0.5454545454545453,0.25774655586227646,0.008757638609421671,6.796192674965948,6.732231113923361,0.8333333333333337,1.2,0.9379717070542161
77,4,5,214.07170635829277,679.878038004943,430.6850881075833,0.44444444444444436,0.5555555555555555,0.13907665563115265,0.022688667214002152,6.523383197606781,6.067696359707672,0.7999999999999999,1.25,0.6334740409785851
78,5,6,295.3467896155836,540.5128508562667,417.2183787860624,0.45454545454545453,0.5454545454545455,0.16428868761455176,0.04305375972302313,6.294366798119311,6.0360037333891405,0.8333333333333333,1.2,0.7718935417078717
79,7,7,376.5180914564944,261.7917048069484,247.45601528486637,0.5,0.5,0.16836980117017805,0.04615011155701232,5.571361721450745,5.515265829004453,1.0,1.0,0.9452400925665175
80,6,8,188.37238399707505,202.2244947524402,134.05257424616113,0.42857142857142855,0.5714285714285714,0.17310217374106163,0.03528565621082145,5.314311253480893,4.905664141487251,0.75,1.3333333333333333,0.662889895758009
81,6,7,484.55035834417424,1498.2815131403847,992.5548587851606,0.46153846153846156,0.5384615384615385,0.15900830927827123,0.015849839727513217,7.312741281097609,6.901289278167642,0.8571428571428571,1.1666666666666667,0.6624621942406367
82,5,6,270.29619957121423,728.750067078184,520.0182019638188,0.4545454545454546,0.5454545454545454,0.17228211895135945,0.023851449788927406,6.5927021016536225,6.255784977733922,0.8333333333333335,1.2,0.7135755116274022
83,7,8,329.32780369288463,417.8823184834852,286.7614759585539,0.46666666666666673,0.5333333333333333,0.1466468028281311,0.03293635645296607,6.037590017664882,5.6621319285045795,0.8750000000000001,1.1428571428571428,0.686225435426952
84,6,4,350.73230670722955,683.1755026940333,588.1228748896398,0.6,0.4,0.19810299316168065,0.03416879041405469,6.528214467596805,6.378634778005714,1.5,0.6666666666666666,0.8608664575507127
85,4,6,218.29682212741423,458.6523715435548,451.3198421627748,0.4,0.6,0.16254101478003402,0.03008155317874095,6.130470489751593,6.114389544994863,0.6666666666666667,1.5,0.9840128824449267
86,6,5,139.66381124715423,114.08789415431951,74.0056442888672,0.5454545454545455,0.45454545454545453,0.22132994140125464,0.01430483602301243,4.745696133431121,4.317563367889527,1.2000000000000002,0.8333333333333334,0.6486721911858977
87,5,6,312.8259500107432,626.5777496066912,419.80032081680486,0.45454545454545453,0.5454545454545454,0.1505813240946175,0.03566060963108731,6.441867567086186,6.04215842382056,0.8333333333333333,1.2,0.6699891930096744
88,5,5,337.6387436758702,807.1157740269916,548.4480611366934,0.5,0.5,0.2701384545234648,0.02266105793726445,6.694705332943696,6.30891424915196,1.0,1.0,0.6795159737744787
89,6,4,286.8395716907669,830.2271833989248,549.854688449557,0.6,0.4,0.21559138575593703,0.0183240835553804,6.722903143050699,6.311471051049766,1.4999999999999998,0.6666666666666666,0.6622942484230264
90,6,7,450.3859076348922,1449.9141296963917,956.6306592110568,0.46153846153846145,0.5384615384615384,0.2008440081131846,0.016637519227517744,7.279949071047789,6.864462170451223,0.857142857142857,1.1666666666666667,0.6597843552372118
91,6,5,614.6322374673174,1579.5681158426728,1137.5256783829252,0.5454545454545455,0.45454545454545453,0.25084370292510133,0.022491468407223353,7.3655396283813275,7.037489439823818,1.2000000000000002,0.8333333333333334,0.7201498099219827
92,5,7,115.28866101940798,385.6235574352477,313.88948706959314,0.41666666666666674,0.5833333333333334,0.21090431223637046,0.021908481952324355,5.957451499825296,5.752221742569038,0.7142857142857144,1.4,0.8139790244072425
93,4,6,227.35331830687176,628.5394797999919,446.19296093201024,0.4,0.6000000000000002,0.21014873127547362,0.029953400962183505,6.444988567641723,6.102990181403973,0.6666666666666665,1.5,0.7098885197696629
94,5,7,359.67002325214406,481.86509867803727,359.2301603250608,0.4166666666666667,0.5833333333333334,0.22358900200338644,0.029281903037624075,6.179737315838162,5.88674316139937,0.7142857142857143,1.4,0.7454994381427152
95,6,7,541.7086729860259,466.7753038650651,447.849388258696,0.46153846153846156,0.5384615384615385,0.19577744820605028,0.020521908038073,6.1479880606767185,6.106687393293662,0.8571428571428571,1.1666666666666667,0.9594539054451772
96,8,6,427.999837800437,676.4182285802648,584.8894135422843,0.5714285714285715,0.4285714285714285,0.1897899264940886,0.01430949520769272,6.518288849647042,6.373131057676603,1.3333333333333337,0.75,0.8646860608264646
97,4,8,414.7387429239424,1640.3776036181134,1479.8341653638329,0.33333333333333326,0.6666666666666665,0.2130560103450638,0.030145162853612538,7.403291170420003,7.300360833226943,0.5,2.0,0.9021301937430891
98,7,4,454.1664447353036,675.5628521719196,600.2578694315835,0.6363636363636364,0.36363636363636365,0.20594905558138865,0.034797399268022465,6.517025351162018,6.399023909786016,1.75,0.5714285714285714,0.8885300124211503
99,4,4,127.61450113807726,294.8405351457632,251.3892426356936,0.5,0.5,0.33103195912807193,0.030177460445980863,5.68982057653984,5.530972509456464,1.0,1.0,0.8526278196836531
100,6,4,96.66896456784046,99.9701313586906,74.82941164369427,0.6000000000000001,0.4,0.22865478486314936,0.03633841688423616,4.614824743982904,4.328486233797003,1.5,0.6666666666666666,0.7485176885004584
101,5,5,431.18095902063,311.7799021204352,241.3374747227184,0.5,0.5,0.2064757234507258,0.03932757185871468,5.745499755073802,5.4903312783592115,1.0,1.0,0.7740636041045836
102,6,4,581.5531272503986,628.964569805088,466.4278483936711,0.6,0.4,0.21102710207443665,0.03605859184269943,6.445663579399517,6.147245001831072,1.4999999999999998,0.6666666666666666,0.7415804812951771
103,7,6,105.47980702019008,97.77011172583254,69.18504468022509,0.5384615384615384,0.4615384615384615,0.17662252915003432,0.03509905463894116,4.592795046091134,4.251135249592557,1.1666666666666667,0.8571428571428571,0.7076298007537739
104,5,6,415.3477359224783,1083.1708944033037,814.847487316682,0.45454545454545453,0.5454545454545455,0.1970275300955902,0.03780468715002108,6.988570821237438,6.704227434697419,0.8333333333333333,1.2,0.7522797109181598
105,4,4,116.09596839293472,236.1773500286624,209.29431336766032,0.5,0.5,0.2429352046411029,0.01822672104441336,5.468808173646264,5.348508041770823,1.0,1.0,0.8861743657563286
106,6,6,241.31809221500657,499.6595781792544,382.3702695633664,0.5,0.5,0.2294706373027231,0.020783819788758564,6.215926385458382,5.9490012834299995,1.0,1.0,0.7652615625957037
107,5,4,86.20304294641214,104.37328886704836,96.25182451637238,0.5555555555555556,0.4444444444444444,0.2334539286289517,0.04146756413537833,4.6575091776805495,4.577303743416372,1.25,0.8,0.9221882874552207
108,7,6,598.0031906466155,1323.8528493313436,1055.4183506354705,0.5384615384615384,0.4615384615384615,0.1988692190026024,0.032584669598823085,7.189056675144605,6.962639551187923,1.1666666666666667,0.8571428571428571,0.7972323745562394
109,7,8,126.81318648845205,169.17027571319574,125.31753074728186,0.4666666666666666,0.5333333333333333,0.17947638927866552,0.004710565625495006,5.136799557604139,4.838798822157231,0.875,1.1428571428571428,0.7407774812623703
110,5,4,183.67173851495957,280.6362526240211,206.8934636607224,0.5555555555555555,0.44444444444444436,0.1779600756372313,0.019959514812072983,5.640616354009299,5.33702575454636,1.25,0.8,0.7372299969309573
111,4,7,344.17198156645264,1147.1283372820646,932.397091531374,0.3636363636363636,0.6363636363636365,0.21638282506165918,0.03521912027323575,7.045888362688793,6.838830717517046,0.5714285714285713,1.75,0.8128097451942808
112,5,6,357.49242362516526,799.1258080804433,637.0469857581534,0.45454545454545453,0.5454545454545454,0.18847470224137597,0.024248474104022186,6.684768975404408,6.458411926022056,0.8333333333333334,1.2,0.7971798424185363
113,6,8,449.8177073791491,1150.1047634696956,756.346093207357,0.4285714285714286,0.5714285714285714,0.1831572980751668,0.0199535913007836,7.048477424101748,6.629820339456207,0.7500000000000001,1.3333333333333333,0.6576323455313522
114,5,6,523.3732056813233,527.1038048209035,446.6954043372957,0.4545454545454546,0.5454545454545454,0.2235411974431491,0.031066374940196276,6.269292864422597,6.104113100144637,0.8333333333333335,1.2,0.8474524377396051
115,5,7,275.46089971608603,321.4517354534013,213.2448861085924,0.4166666666666667,0.5833333333333334,0.21003314446854982,0.03847629758256729,5.7759534675271915,5.367119688388322,0.7142857142857143,1.4,0.6633807274607328
116,7,7,438.8119703204426,627.2906876348759,453.1712265620766,0.5,0.5,0.1779814179735955,0.007434285026392354,6.443002937772523,6.11847427795557,1.0,1.0,0.7224261980848212
117,5,5,419.65983608282943,376.7132923054255,246.2160895416426,0.5,0.5,0.17017341427367344,0.009529890763787286,5.93413542185909,5.510262810608027,1.0,1.0,0.6535901296045044
118,7,7,211.4333543937594,303.87652224504893,209.1708197386491,0.5,0.5,0.18305701687048856,0.02020868933302637,5.71990684953731,5.347920627391657,1.0,1.0,0.6883414953984887
119,5,5,90.8326123432998,128.99273250195256,108.80229551724057,0.5000000000000001,0.5000000000000001,0.27648344004670233,0.03378899357821218,4.867478545061771,4.698681435206992,1.0,1.0,0.8434761665010362
120,6,7,104.95448191998489,174.5060573079066,166.72977103901954,0.46153846153846145,0.5384615384615385,0.18549159179622773,0.022678678278549115,5.167673556885273,5.122354178648911,0.8571428571428569,1.1666666666666667,0.9554383017480809
121,4,8,447.4550659969626,1077.791881997539,933.381974705831,0.3333333333333333,0.6666666666666666,0.2239781505356075,0.019528783224577503,6.983597066207172,6.839885321119305,0.5,2.0,0.8660131796279037
122,5,6,284.0946798771872,1028.017459920443,673.9594290617746,0.45454545454545464,0.5454545454545454,0.14850515970895284,0.015173105602125822,6.936359703542811,6.514652583972479,0.8333333333333336,1.2,0.6555914226533969
123,5,5,408.51889092282187,486.71536227951975,459.0486308882847,0.5,0.5,0.1957229794779134,0.022073290133941006,6.189731961665306,6.131332203217605,1.0,1.0,0.9431562396928288
124,6,8,602.2598497314972,770.8522269309616,736.7354827059667,0.42857142857142855,0.5714285714285714,0.1471686682433293,0.03974421040155887,6.648793115809879,6.603585335833392,0.75,1.3333333333333333,0.9557415247266965
125,6,6,626.2097722084612,731.879572533596,602.5282999283224,0.5,0.5,0.1697145844817086,0.027604149384502674,6.596981394437484,6.4027929324428206,1.0,1.0,0.8232615344659918
126,6,5,228.98421292439036,284.1251044174161,208.75456837946584,0.5454545454545453,0.45454545454545453,0.23199203139708485,0.031064576788481343,5.6529280468207626,5.345938125226775,1.1999999999999997,0.8333333333333334,0.7347276433298858
127,5,7,316.4744596799256,933.4808684741804,834.6490717202835,0.4166666666666666,0.5833333333333333,0.2225724179240852,0.014755927450136786,6.8399911542132665,6.728208754286813,0.7142857142857142,1.4,0.8941255251267846
128,6,6,411.91222311400577,633.1940003653174,439.55798702145694,0.5,0.5,0.15925824569476732,0.021073027478993204,6.45235490189759,6.0880420758078175,1.0,1.0,0.6941916486382635
129,4,5,592.8365206630738,1557.7654098508278,994.4250859333948,0.4444444444444444,0.5555555555555556,0.26680627034332105,0.03783223897601178,7.351649382976384,6.9031698679688525,0.7999999999999999,1.25,0.6383663930685309
130,6,4,453.8530248718197,529.8055897114898,394.59949466441344,0.6000000000000001,0.4000000000000001,0.19550385556894928,0.011111797176846443,6.2743958331326155,5.980402322357482,1.5,0.6666666666666666,0.7448005501023423
131,5,5,262.6167731359244,414.9923840433767,302.31774237603986,0.5,0.5,0.22232454728910866,0.022736052624541023,6.030666952505641,5.714780910761516,1.0,1.0,0.7284898566823828
132,8,7,196.0726946449708,369.8552095393874,251.4057194459504,0.5333333333333333,0.4666666666666666,0.1622229508234337,0.034007992502741946,5.91581171564865,5.531037790655764,1.142857142857143,0.875,0.6797409174229225
133,4,4,553.2519535055426,826.979858905781,752.1921861339879,0.5,0.5,0.2715428519987097,0.02357694780346951,6.718988829096384,6.624320422504527,1.0,1.0,0.9095653032339281
134,4,6,556.199016950032,763.6253453696706,694.9509358539102,0.4,0.6,0.17747258363431825,0.036906335722430655,6.639385969247663,6.5452791633867955,0.6666666666666667,1.5,0.9100679280328036
135,4,5,600.657095761827,794.4594996502931,766.1323894332613,0.4444444444444444,0.5555555555555556,0.1554599359327262,0.013433118366864834,6.678919934665692,6.642659393295439,0.7999999999999999,1.25,0.9643441733285324
136,8,4,259.24298829945883,568.7389685763316,504.29831207282496,0.6666666666666666,0.3333333333333333,0.23431446540349063,0.009388785645065222,6.345178306071446,6.225148971846657,2.0,0.5,0.8866955491641191
