,z1,z2,A,r1,r2,r,r0,h,L,efficiency,mass_flow
58,4,5,532.4805617985269,236.658027466012,295.8225343325149,112.27705523994702,7.683418251448545,1073.4867397623366,917.3972107475992,0.6978128097970859,14.912155662939814
59,7,8,204.21525889822303,95.30045415250407,108.91480474571895,29.592806776543693,3.810698943387613,230.87408767609384,178.18352500400766,0.6368932451115565,3.816370636553445
60,6,6,235.138857317336,117.569428658668,117.569428658668,57.6093076927672,1.5232783685396742,420.0783609742184,285.6851403047761,0.5703460677387957,5.277179022028071
61,6,8,318.0605353182848,136.31165799355065,181.74887732473417,50.35115220618957,11.194676046467622,444.1534272644194,304.2900900014328,0.6149589938825077,6.287084233937562
62,5,7,240.98757173370947,100.41148822237894,140.57608351133052,47.72781879856806,4.824758756653935,832.921674197778,593.0171998283588,0.6267331728559145,5.499341730913878
63,5,7,305.38000381338054,127.24166825557522,178.13833555780533,71.56908422920577,6.180345770512207,250.15077238732496,233.6462990907351,0.5751940692343617,6.692380981291123
64,4,6,84.58559812025486,33.834239248101944,50.75135887215291,13.741789787181354,2.7054959125313944,206.90306514680947,151.31574892723285,0.46295500609853624,2.178888211695506
65,6,6,179.4403070845199,89.72015354225995,89.72015354225995,28.50078284710273,3.7276939971205194,336.6668327857172,234.27266543736383,0.5846879358611775,4.023640971595355
66,5,7,493.1342527649773,205.47260531874053,287.6616474462367,93.87575626638898,16.371513307201276,1269.812682992534,945.0005522362352,0.6651747140412181,11.166554601202689
67,4,7,214.3003145768235,77.9273871188449,136.3729274579786,42.9514380765073,6.2116740573824,909.4282161971728,703.755121956726,0.6647875895558991,5.308700568835999
68,6,7,207.3644062883424,95.706649056158,111.65775723218437,32.72277923223295,4.150588910004808,499.2568595913865,441.58722221701487,0.6254376473229921,4.413213471604242
69,5,7,492.9056450807248,205.37735211696864,287.5282929637561,74.41750888722791,11.82548324986046,571.4262274495848,489.3060334306117,0.5978898263355549,10.889368729739886
70,7,7,232.1238827225197,116.06194136125984,116.06194136125984,45.85323090996737,3.662716504773519,423.804266026684,350.50370288617654,0.6214678553053533,4.620639074647125
71,6,6,251.7542209340833,125.87711046704165,125.87711046704165,38.5054465405924,6.830370930644605,332.61340856661405,331.2514049576217,0.5415106139357793,5.599416079871797
72,5,7,340.1079657025944,141.711652376081,198.39631332651336,60.65431008619432,12.716715479190077,1295.985935429312,852.0832331809579,0.7148250571792402,7.866634203225545
73,5,7,475.6847660772533,198.20198586552223,277.4827802117311,112.78050876768528,5.2453147714780535,563.679253670653,391.77174860909616,0.6277468464648236,10.508631646897967
74,5,8,439.3594442035241,168.98440161674003,270.37504258678405,53.92649644086869,16.843390577910267,1364.3464805102788,1201.8331008460962,0.7171302776546581,9.4994794275993
75,5,6,482.8144107215935,219.4610957825425,263.35331493905096,102.86300135379604,20.9721842800419,556.5232628520392,448.1742418716451,0.6222351414910514,11.401267410893652
76,5,6,403.59606404590784,183.4527563845036,220.14330766140424,104.0254954674035,3.534548473099064,893.4353944025556,838.0171220304219,0.6293047139007258,9.748675122207937
77,4,5,214.07170635829277,95.14298060368566,118.92872575460709,29.772376985565515,4.857001705496893,679.878038004943,430.6850881075833,0.6066898119646122,6.0765151482874025
78,5,6,295.3467896155836,134.24854073435617,161.09824888122742,48.52213645711535,12.7157897150756,540.5128508562667,417.2183787860624,0.5693782739489953,7.034734208449394
79,7,7,376.5180914564944,188.2590457282472,188.2590457282472,63.39427619550488,17.376351923950583,261.7917048069484,247.45601528486637,0.6579209615469555,7.368248661428928
80,6,8,188.37238399707505,80.73102171303216,107.64136228404288,32.60766914267966,6.646843181333634,202.2244947524402,134.05257424616113,0.570570602414831,3.7366607513211294
81,6,7,484.55035834417424,223.63862692808044,260.91173141609386,77.04753324048761,7.680045519664258,1498.2815131403847,992.5548587851606,0.7461746278274951,10.400660744832567
82,5,6,270.29619957121423,122.86190889600648,147.43429067520776,46.56720200662832,6.4469562322107175,728.750067078184,520.0182019638188,0.5920224514681981,6.547761588177613
83,7,8,329.32780369288463,153.68630839001284,175.6414953028718,48.29486949397192,10.846857932301283,417.8823184834852,286.7614759585539,0.638737966420506,6.214138089766528
84,6,4,350.73230670722955,210.43938402433773,140.29292268289183,69.48111975720278,11.984098679317276,683.1755026940333,588.1228748896398,0.661838483568795,9.025144282521655
85,4,6,218.29682212741423,87.3187288509657,130.97809327644853,35.4821869918465,6.566707463575965,458.6523715435548,451.3198421627748,0.5321381003173067,5.623955353716904
86,6,5,139.66381124715423,76.18026068026595,63.48355056688828,30.911783159208536,1.9978679182395005,114.08789415431951,74.0056442888672,0.48646229818644465,3.304466578277354
87,5,6,312.8259500107432,142.1936136412469,170.6323363694963,47.10574576377434,11.155564085807146,626.5777496066912,419.80032081680486,0.6049945303460008,7.478805830577973
88,5,5,337.6387436758702,168.8193718379351,168.8193718379351,91.20920840384386,7.6512511323040755,807.1157740269916,548.4480611366934,0.6637763907629839,8.744357980048107
89,6,4,286.8395716907669,172.10374301446012,114.73582867630677,61.84014075045188,5.256072278651139,830.2271833989248,549.854688449557,0.6665320194514117,7.461979928229414
90,6,7,450.3859076348922,207.87041890841175,242.5154887264804,90.4573108870863,7.493304198078549,1449.9141296963917,956.6306592110568,0.7630552120508913,9.688284813703735
91,6,5,614.6322374673174,335.25394770944587,279.3782897578715,154.17662638344208,13.823981551057171,1579.5681158426728,1137.5256783829252,0.7986096966786168,14.819543435912173
92,5,7,115.28866101940798,48.03694209142,67.251718927988,24.314875760950294,2.52579954925134,385.6235574352477,313.88948706959314,0.6274483297249589,2.648885852252317
93,4,6,227.35331830687176,90.9413273227487,136.4119909841231,47.77801139345801,6.810005103328665,628.5394797999919,446.19296093201024,0.5445475866144646,5.925749350057152
94,5,7,359.67002325214406,149.86250968839337,209.80751356375072,80.41826154948168,10.53182274640928,481.86509867803727,359.2301603250608,0.5565578345813454,7.979274905159768
95,6,7,541.7086729860259,250.019387532012,291.689285454014,106.05434166828992,11.116895570445784,466.7753038650651,447.849388258696,0.6614048854565289,11.220797514749883
96,8,6,427.999837800437,244.571335885964,183.42850191447295,81.23005775562677,6.124461627898615,676.4182285802648,584.8894135422843,0.7291271664304778,8.531275696263197
97,4,8,414.7387429239424,138.2462476413141,276.4924952826282,88.36258190290224,12.50236694714479,1640.3776036181134,1479.8341653638329,0.7155685932864045,9.60221310836868
98,7,4,454.1664447353036,289.0150102861023,165.15143444920133,93.53515036999272,15.80381111159262,675.5628521719196,600.2578694315835,0.7081233691916823,10.807013227710897
99,4,4,127.61450113807726,63.80725056903863,63.80725056903863,42.24447832488928,3.8510815604279065,294.8405351457632,251.3892426356936,0.48995530947335514,3.930195154010917
100,6,4,96.66896456784046,58.00137874070428,38.667585827136186,22.10382129620297,3.512797134233641,99.9701313586906,74.82941164369427,0.5382497468537507,2.4597561272503996
101,5,5,431.18095902063,215.590479510315,215.590479510315,89.02840045196233,16.957300149993337,311.7799021204352,241.3374747227184,0.5839459539581242,10.879721194800982
102,6,4,581.5531272503986,348.9318763502391,232.62125090015945,122.7234711459777,20.96998685036757,628.964569805088,466.4278483936711,0.7417907199026336,14.726072868009783
103,7,6,105.47980702019008,56.79681916471773,48.68298785547234,18.63011029016352,3.702241509906621,97.77011172583254,69.18504468022509,0.5301478271918205,2.20316331463218
104,5,6,415.3477359224783,188.7944254193083,226.55331050317,81.83493853960135,15.702091215018864,1083.1708944033037,814.847487316682,0.6917636884781382,10.054460632717735
105,4,4,116.09596839293472,58.04798419646736,58.04798419646736,28.203797839544613,2.1160488302790514,236.1773500286624,209.29431336766032,0.4858343202141315,3.6099454998746223
106,6,6,241.31809221500657,120.65904610750329,120.65904610750329,55.37541641325486,5.015511740363718,499.6595781792544,382.3702695633664,0.6232626686697287,5.395932226352611
107,5,4,86.20304294641214,47.89057941467341,38.31246353173873,20.12443903561016,3.574630212045118,104.37328886704836,96.25182451637238,0.4920978008558881,2.401864168261996
108,7,6,598.0031906466155,322.0017180404853,276.0014726061302,118.92442748495678,19.485736386261976,1323.8528493313436,1055.4183506354705,0.7764341446991899,12.720002122651122
109,7,8,126.81318648845205,59.17948702794428,67.63369946050776,22.759972823869425,0.59736183713199,169.17027571319574,125.31753074728186,0.5683068242749235,2.37185584867667
110,5,4,183.67173851495957,102.03985473053308,81.63188378442646,32.686236478543975,3.665998785448531,280.6362526240211,206.8934636607224,0.5167719184296896,5.113271440304953
111,4,7,344.17198156645264,125.1534478423464,219.01853372410625,74.47290567841831,12.121434413466774,1147.1283372820646,932.397091531374,0.6554342618436525,8.407477395793418
112,5,6,357.49242362516526,162.49655619325694,194.99586743190832,67.37827809630086,8.668645776658948,799.1258080804433,637.0469857581534,0.6407091985496038,8.583537780629902
113,6,8,449.8177073791491,192.7790174482068,257.0386899309423,82.38739590993097,8.975478692899012,1150.1047634696956,756.346093207357,0.694808476094677,9.087839225298247
114,5,6,523.3732056813233,237.8969116733288,285.4762940079945,116.99547310766256,16.259308241348453,527.1038048209035,446.6954043372957,0.6192539478657364,12.307872396590934
115,5,7,275.46089971608603,114.77537488170252,160.68552483438353,57.85591894550541,10.598715549837852,321.4517354534013,213.2448861085924,0.5461873219317527,6.109845440658294
116,7,7,438.8119703204426,219.4059851602213,219.4059851602213,78.10037670141968,3.2622532603549925,627.2906876348759,453.1712265620766,0.6912812423455995,8.732052009249426
117,5,5,419.65983608282943,209.82991804141471,209.82991804141471,71.41494713974522,3.999312395818243,376.7132923054255,246.2160895416426,0.6172712046117892,10.608680343742392
118,7,7,211.4333543937594,105.7166771968797,105.7166771968797,38.7043591222424,4.27279097358315,303.87652224504893,209.1708197386491,0.6682568210391314,4.197460660869903
119,5,5,90.8326123432998,45.41630617164991,45.41630617164991,25.113713129104084,3.0691425551599933,128.99273250195256,108.80229551724057,0.5080239841979084,2.30357318210586
120,6,7,104.95448191998489,48.440530116916094,56.51395180306879,19.4681739174864,2.380228929355137,174.5060573079066,166.72977103901954,0.576609714135281,2.1941212545260087
121,4,8,447.4550659969626,149.1516886656542,298.3033773313084,100.22015812978788,8.738252986593704,1077.791881997539,933.381974705831,0.6812160455681243,10.13705960327028
122,5,6,284.0946798771872,129.1339453987215,154.96073447846575,42.18952580762552,4.310598578778691,1028.017459920443,673.9594290617746,0.6700245002826707,7.011947630856377
123,5,5,408.51889092282187,204.25944546141093,204.25944546141093,79.95653450442741,9.017356004535246,486.71536227951975,459.0486308882847,0.6051214839464018,10.39169674243442
124,6,8,602.2598497314972,258.11136417064165,344.14848556085553,88.63378002141206,23.936342184139853,770.8522269309616,736.7354827059667,0.7185319786757814,11.931487372350354
125,6,6,626.2097722084612,313.1048861042306,313.1048861042306,106.2769312887444,17.285988098077755,731.879572533596,602.5282999283224,0.7508094938494454,13.870765303500926
126,6,5,228.98421292439036,124.90047977694016,104.08373314745016,53.122512714191934,7.113297665739687,284.1251044174161,208.75456837946584,0.5715693271015456,5.437913595162528
127,5,7,316.4744596799256,131.86435819996896,184.61010147995657,70.43848570217945,4.6698741668582215,933.4808684741804,834.6490717202835,0.638302139275492,7.2281595610272396
128,6,6,411.91222311400577,205.95611155700288,205.95611155700288,65.60041803336814,8.680237596614623,633.1940003653174,439.55798702145694,0.6390257538221883,9.146673283270937
129,4,5,592.8365206630738,263.4828980724772,329.35362259059656,158.1725010014259,22.428332923432755,1557.7654098508278,994.4250859333948,0.7121168065926141,16.730724791573575
130,6,4,453.8530248718197,272.31181492309184,181.5412099487279,88.73001622407098,5.043122760473905,529.8055897114898,394.59949466441344,0.6609292328940868,11.582976507542948
131,5,5,262.6167731359244,131.3083865679622,131.3083865679622,58.38615519797095,5.970868774105528,414.9923840433767,302.31774237603986,0.5349733061871395,6.717047586203352
132,8,7,196.0726946449708,104.57210381065109,91.5005908343197,31.807491101209227,6.668038729478578,369.8552095393874,251.4057194459504,0.663974248624578,3.743092068523308
133,4,4,553.2519535055426,276.6259767527713,276.6259767527713,150.23161332875256,13.043992429967718,826.979858905781,752.1921861339879,0.6889895137239277,16.925623839454328
134,4,6,556.199016950032,222.47960678001283,333.7194101700192,98.71007655299016,20.527267648043782,763.6253453696706,694.9509358539102,0.679776143247446,14.229849376497574
135,4,5,600.657095761827,266.95870922747866,333.69838653434834,93.378113624671,8.068697865265888,794.4594996502931,766.1323894332613,0.6683092008355024,16.660221629798208
136,8,4,259.24298829945883,172.8286588663059,86.41432943315294,60.74438221299107,2.4339768471297702,568.7389685763316,504.29831207282496,0.7102028348513263,5.843617211395963
137,7,7,610.2269854409933,305.11349272049665,305.11349272049665,93.87554065351728,15.257285313476102,1417.9272063127792,1070.351129678657,0.7717828563046517,12.304617665536485
138,7,7,131.54084580463916,65.77042290231958,65.77042290231958,23.243343703181186,4.392642569665315,116.68371452368224,85.15803156561705,0.5941119754361504,2.5692966403875004
139,5,7,396.0802875252782,165.0334531355326,231.0468343897456,68.6183871708509,2.2257129401944247,984.358980951901,847.2009232456116,0.6577802960190657,8.956691800345995
140,7,5,306.324134146192,178.68907825194535,127.63505589424668,61.06327393052587,9.852271520800894,722.2954101548041,575.1362271229984,0.6805173079992785,6.892314878539488
141,5,6,318.58172417244214,144.80987462383737,173.7718495486048,76.39963392353272,13.088273272139132,585.7278053162077,462.6452238202164,0.5986696493157208,7.602078086150139
142,6,5,310.2085544548246,169.20466606626795,141.00388838855662,76.78276088715208,6.294078175435901,669.6468249692858,564.1073396269891,0.6460260486194238,7.424442550489523
143,4,7,418.5911119948673,152.21494981631537,266.3761621785519,72.81116001451088,13.263492510207554,801.4103534862127,659.9107024532843,0.6616632266442413,10.017806314986021
144,6,7,166.40822437922796,76.80379586733599,89.60442851189198,34.9978124077041,3.0755077269765447,255.4300228019192,249.35231950435175,0.5819219517846153,3.4930205667660044
145,5,5,364.29716785887655,182.14858392943827,182.14858392943827,87.79340790698093,10.53977942563323,437.62904563978975,276.6991588633822,0.6239698620618062,9.282160456375488
146,6,8,172.207819090206,73.80335103865971,98.40446805154627,30.70329324109733,2.9316845579405366,475.3496941245211,432.0576077320981,0.6082380213420497,3.5124062483229133
147,4,7,365.8879934249818,133.0501794272661,232.8378139977157,68.96843840207723,9.781920268412357,1062.131558045147,888.6257531990427,0.6078450158278286,8.887304710672552
148,6,4,479.7354227775752,287.8412536665451,191.89416911103007,105.97449820169136,25.3485913999431,737.1892742965925,734.4414076804662,0.6964210870614786,12.282165673430018
149,5,7,436.4886409574203,181.87026706559175,254.6183738918285,101.36270589878158,11.217593900603848,1376.0174921068738,1025.717162274151,0.71653413900069,9.946754030783568
150,6,7,427.3621161762157,197.24405361979183,230.1180625564238,85.13748734141404,14.942428440723427,788.3002041156508,704.4911258298084,0.6447688071078757,9.015907077426398
151,5,5,255.3794388350692,127.6897194175346,127.6897194175346,54.73620807154078,11.64318208678263,334.65826663046363,267.17308333539046,0.5467508487196188,6.535980458972712
152,4,4,493.5044268104481,246.75221340522404,246.75221340522404,137.968902568013,15.22931366308712,538.3876066926547,411.9398210699648,0.6646444291761221,15.000778805059381
153,5,7,518.8396149670567,216.1831729029403,302.65644206411645,71.19296422072624,7.439185164497017,1435.912747242487,994.9218916022955,0.7699414337190659,11.770260500193203
154,4,5,599.455959324099,266.4248708107107,333.03108851338834,84.01593268623573,12.164776942872496,2231.784620195677,1494.7221963699103,0.7931062328162817,17.119958473123567
155,5,7,149.09888262093392,62.12453442538913,86.97434819554479,23.62171828190207,1.8088716920217447,297.57723806768706,251.3530917963533,0.5298879210225119,3.3595047640396096
156,6,5,502.1385700200896,273.8937654655034,228.24480455458615,101.6821997293226,19.707845900675004,1090.0460822302691,863.7773099044157,0.7514953099775399,12.018300629582845
157,5,5,231.1087551685816,115.5543775842908,115.5543775842908,37.65637516576252,10.10110803834166,543.0181926364143,378.7600878896089,0.5805334578432895,5.982664006698779
158,5,5,160.14620047972673,80.07310023986336,80.07310023986336,33.036372924350886,6.658338301664168,393.0988706547048,266.5345966144756,0.5181906250129029,4.157635870266414
159,4,7,586.4666557383214,213.26060208666232,373.20605365165903,136.21594282986928,6.279599860524922,1846.208219874324,1402.2705884953275,0.7705256988485543,14.285876373242408
160,5,5,360.50716302295854,180.25358151147927,180.25358151147927,85.5001386672079,2.6778335933845523,604.7500600073847,405.61556486347087,0.6371814023580019,9.203380698675709
161,6,6,356.8864080047478,178.4432040023739,178.4432040023739,56.05416002895824,13.572983558711016,257.3620542026346,182.2358869536385,0.593793194071442,7.807730284954059
162,7,6,519.9079277277182,279.95042262261745,239.9575051051007,92.71729699209013,11.450635051886207,781.6179381893651,724.398260557901,0.7400779884611367,10.900423965909036
163,5,4,402.7651589575903,223.7584216431057,179.00673731448458,69.92998179292086,11.008783742905957,659.5992963017568,649.8057475430385,0.6611172542511653,11.230999703767612
164,5,5,148.7453355233817,74.37266776169085,74.37266776169085,39.312509801797255,0.927837658619704,219.89668584101676,174.0437579435294,0.5093310207310768,3.8170738810956237
165,5,8,398.48769094257744,153.26449651637594,245.2231944262015,65.10910087741773,9.999165276921415,372.1375709102282,328.4020341929211,0.5674578241849058,8.242018969534605
166,6,7,256.59929204930035,118.43044248429246,138.16884956500786,35.91191604416156,9.431464652122818,377.5562541766527,242.4930307860426,0.6014726942316451,5.355204954350602
167,4,5,610.8136858099381,271.47274924886136,339.34093656107666,182.9833217081688,10.062377436996936,1892.2287362561133,1503.8384322664897,0.827164045234116,17.33777952333674
168,7,5,358.9019942878673,209.35949666792263,149.54249761994473,64.46423423152332,16.040602343568516,569.4435127537174,479.49677116442126,0.6919368451646166,8.018106664258061
169,5,6,478.45170691062606,217.4780485957391,260.97365831488696,66.1031705476545,8.849929142919443,1443.814395226309,942.8651052977796,0.712309753195779,11.615500549723283
170,6,5,203.9504833558748,111.24571819411352,92.70476516176126,43.30455781033288,10.936016936607365,323.355007699417,301.009755132502,0.5636721277341455,4.8798586429547335
171,4,4,495.29793653281706,247.64896826640853,247.64896826640853,150.00829607011983,22.37022304450609,354.68587976188604,284.19664712293445,0.6156314924219899,15.025239902008755
172,5,6,339.631089830948,154.37776810497635,185.25332172597163,67.81749735151536,2.210550974913595,442.1359172801148,433.3485448186116,0.5904182650123201,8.01243679234783
173,5,6,511.3801947821673,232.4455430828033,278.93465169936394,70.04558218528477,22.71388942719729,1468.5479417851052,1006.4314267538376,0.7084132943161879,12.411398704981943
174,5,8,135.48739926850843,52.11053818019555,83.37686108831288,23.22230245155937,2.9877760381100384,268.01964955329515,201.99680640795208,0.535879933981323,2.865962782291722
175,7,7,178.1600554543079,89.08002772715395,89.08002772715395,29.880728799471296,4.211956762677414,372.8560201728477,321.4379315113281,0.6091998007564589,3.5762153646034838
